Text,Ham,Spam
Are you free now?can i call now?,1,0
Dear Customer your SBI A/C will be block today Please Update Your PAN CARD click here link http //goolnk.com/ 2zgDvQ,0,1
Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe,1,0
Dear SBI user your YONO ACCOUNT will be BLOCKED today due to incomplete KYC click on the link to update your PAN CARD detail http //bit.ly/3GLPXsz,0,1
Gentile cliente abbiamo sospeso il suo conto Apple iCloud Per sbloccare vai su,0,1
Do you know when dad will be back?,1,0
"Dear Greencard member, Your profile seems to be incomplete Some of your Greencard benefits may be locked due to missing information. Click s.cplry.com/MjEwMjk0MDQ3KzE to review ur membership details & update/confirm your profile to unlock a more rewarding experience. Thank you!! Team Pantaloons",0,1
sospechoso Verifique su dispositivo unicamente desde el siguiente enlace,0,1
Oh k. . I will come tomorrow,1,0
CIMB Your bank ID be abnormal and will be lock Please log in to www.clickacimb.top to verify and rule out abnormal behavior,0,1
My sister cleared two round in birla soft yesterday.,1,0
NEW PASSPORT / RENEWAL/ TATKAL / ADDRESS CHANGE / NAME CHANGE / ADD.BOOKLET / ECNR / SPOUSE NAME ADD. ANY PASSPORT SERVICES. CONTACT- JHA-9555067555 ,0,1
You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750,0,1
HT MEDIA LTD have request payment of INR 999.00 You can pay through this link http //rzp.io/i/zdWxDqM9IHT MEDIA LTD have request payment of INR 999.00 You can pay through this link http //rzp.io/i/zdWxDqM91,0,1
"Biggest Diwali Offers@ VISHAL MEGA MART Electric Kettle 1.5L (Mrp 1299) Only Rs 499 ONLY TODAY! + FREE GIFT-VIP Trolley, Duffle Bag TnC",0,1
Un dispositivo no autorizado se ha conectado a su cuenta online Si no reconoce este acceso verifique inmediatamente http //bbva.gestiones-seguras.ru/,0,1
One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..,1,0
Free Data time on Vi. All surfing & browsing between 12midnight & 6am on your pack is FREE. Enjoy Data non-stop!Dial *199# or click bit.ly/GetViApp for details,0,1
NETFLIX Falha no pagamento automatico Seu pagamento automatico nao pode ser processado Seu periodo de assinatura termina em XX de fevereiro de XXXX http // surat.simampu.my.id/ Netflix.PTt.html,0,1
Hey Mac unlock new feature and upgrade your OneCard to get a power-packed experience today Also win bonus XXXXX reward point Check the banner on the dashboard now http //1cardapp.page.link Team OneCardHey Mac replace with a new flashy Metal card and be load with all new feature in easy step Also win bonus XXXXX reward point Replace now http //1cardapp.page.link Team OneCardHey Mac Null enjoy subscription hub with your new OneCard one place to manage your subscription for your OneCard Also win bonus XXXXX reward point Upgrade now http //1cardapp.page.link Team OneCard,0,1
Aprovecha tu tiempo libre ganando dinero consulta en wa.me/ XXXXXXXXXXX como hacer XX o XXXX sole diarios.usando solo tu telefono,0,1
Thanks for your past support of Dems and for sign up to receive update from DSCC Recurring Msgs Reply STOP to quit HELP for info Msg DataRatesMayApply,0,1
-Eastlink You have not pay the toll in July and will be suspend Please resume as soon as possible http //erxc-vcx.top/,0,1
What year. And how many miles.,1,0
No way I'm going back there!,1,0
??,1,0
Send me your id and password,1,0
"I got like $ &lt;#&gt; , I can get some more later though. Get whatever you feel like",1,0
Oh ok what be it I 'm actually contest for an ambassadorship spot at an online influencers program can you please vote for me Oh ok what be it You need me to vote for you will send a link to the entry but i should not click on the link but just take a screenshot How do the vote count o.o Everyone could send screenshots,0,1
"Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182",0,1
Yes space keyword to XXXXX Eg Yes LC to 38053.Lobata Sdn Bhd Help 0321711286RMO Successful registration No subscription fee Price RM4.00/SMS .7 SMS/ Week.Renewal on 6/28/2022 To cancel send STOP LC to 38053sub=wKD6cBK9ipsCmd8= q6 OW3 .To unsubscribe send STOP LC to XXXXX,0,1
Yetunde i'm in class can you not run water on it to make it ok. Pls now.,1,0
Where are you ? What do you do ? How can you stand to be away from me ? Doesn't your heart ache without me ? Don't you wonder of me ? Don't you crave me ?,1,0
PL UPDATE: AT HALF-TIME: Aston Villa 2 West Ham 0; Blackburn 1 Everton 0; Bolton 0 Fulham 0; Sunderland 1 Birmingham 0; Blackpool 3 Wigan 0; Wolves 2 Stoke 0,0,1
I have a few copy of President Trump 's new book leave and I want to send one to you for FREE It 's XX on Amazon right now but I want to send it to YOU just for make a donation to cover the shipping cost of 15.Will you click here and grab yours before they 're go http //givetotpa.com/r.wr,0,1
Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077,0,1
"Hopefully, I can Power should be back before that",1,0
Your Rs.8850 welcome bonus is ready to be credited. Download Junglee Rummy now. Claim bonus: http://1kx.in/hO9g4Y,0,1
I am late. I will be there by 3,1,0
Dear User Your SBI Account Will Be Blocked Today please update your PAN Card Number Thank You SBI Bank Click here tyrafuh-online.preview-domain.com,0,1
TOCCA DUE VOLTE QUI PER MODIFICARE IL TESTO,0,1
Host-based IDPS for linux systems.,1,0
Pakket bezorgdatum hij staat vast http //thetearsheets.com/m/b/ 03t7e6uu7jhs8swohe,0,1
Votre contrat Belfius Mobile a expiré renouvelez ici http // bit.do/Aanmelding-OnlineappUw Belfius Mobile contract be vervallen verleng via Votre contrat Belfius Mobile a expiré renouvelez ici http // bit.do/Aanmelding-Onlineapp,0,1
I'm leaving my house now. Will reach in half an hour�,1,0
RAMPRASTHA 'SKYZ' PRICE REVISING SOON PREMIUM APPTS IN SEC 37-D GURGAON,0,1
No management puzzeles.,1,0
I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?,1,0
"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday",1,0
Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...,1,0
ligue gratis XXXXXXXXXXX ou Whats Ink.gl/ 33LpMVVYSilvana Otima noticia pra voce cliente liberamosreduzido APROVEITE ligue gratis XXXXXXXXXXX ou Whats Ink.gl/ 33LpMVVY,0,1
Pesan Teks Sab X Feb 12.10 PMSlmt 4nda dpt 189jt dr Pertamina K0d3 4nda XXXXXX KI1k s.id/perta mina42,0,1
Ram reddy already got an email to collect the Laptop,1,0
We are moving all AMS sites tunnels towards CRL from CHA in next 10 min,1,0
Compra aceptada por importe de 986.45 euro Si no ha sido usted siga los pasos en este enlace para cancelarla http //santander.es -cliente.info/,0,1
PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,0,1
Now GET RID OF -Cockroach -Termite -Bedbug -Rats -Any Pest 4Best DEALS in PestControlServices/ Chemical/Herbal/Odorless DIAL-N-ASK 011-62222222 ,0,1
Happy sankaranthi/ lohri/ Pongal/ gudi padava to all,1,0
I will see in half an hour,1,0
"Turns out my friends are staying for the whole show and won't be back til some time , so feel free to go ahead and smoke that worth  worth",1,0
I have no idea where you are,1,0
Por favor verifique o detalhes da entrega e resolva o problema com o seu item http // icopab.com/sg4xuxt,0,1
The basket's gettin full so I might be by tonight,1,0
Just nw i came to hme da..,1,0
Good day ANGELO RIEL L. 60p be credit into your account Welcome to our exlusive club philnewz.com/login,0,1
and we need to hire X more to work from home 500/day pay daily on Venmo,0,1
Hello I be a Foreigner woman who want to INVEST in INDIA I need your `` SERVICE '' Pls contact me via email only EMAIL,0,1
"Enjoy unlimited Local, STD & Roaming calls on any network, daily 1GB & 100 SMS. Pack Valid for 24 daysAlso get FREE Wynk Music and Hellotunes, valid as per current pack open.wynk.in/HTLapu",0,1
"Top Brands, Pure, Hygienic Milk at best prices available in SMART Point Store,Nandini Tnd Milk500ml Rs18.50,Heritage Tnd Milk500ml Rs 21,Click bit.ly/2T3zdWw TC",0,1
"Hello! We love that you found what you were looking for at Pantaloons. Pls take a few seconds & help us know you better, click s.cplry.com/MjAyODAxOTAxKzE .",0,1
ASHUTOSH_SHARMAPolice case may get file U/s XXX IPC due to Non Payment of Krazybee loan of Rs12060Pay urgently or call at XXXXXXXXXX RegMlegalASHUTOSH_SHARMAPolice case may get file U/s XXX IPC due to Non Payment of Krazybee loan of Rs12060Pay urgently or call at XXXXXXXXXX RegMlegalASHUTOSH_SHARMAPolice case may get file U/s XXX IPC due to Non Payment of Krazybee loan of Rs12060Pay urgently or call at XXXXXXXXXX RegMlegal,0,1
have be update Please tap Microsoft.info to see your change,0,1
The market is starting to rally across the board,1,0
Your SBI YONO account will be block today Please click here link to update PAN number immediately http //sbikyu-tech.preview-domain.com/,0,1
We have to pick rayan macleran there.,1,0
K:)all the best:)congrats...,1,0
Really do hope the work doesnt get stressful. Have a gr8 day.,1,0
Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly,0,1
"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.",1,0
You're just 1 step away from FREE router! Get Airtel Xstream Fiber & enjoy up to 1 Gbps speeds on all your devices! Plans starting at just Rs 499! i.airtel.in/Exclusiveoffer,0,1
Gr8. So how do you handle the victoria island traffic. Plus when's the album due,1,0
MAHAVEER TRISHLA FOR SALE 2BHK 1070 TO 1180SFT AND 3BHK 1385 TO 1490 SFT FLATS WITH ALL AMENITIES AT BHEL LAYOUT  RAJARAJESHWARINAGAR. 7829385993/9448880644 ,0,1
"Short-term borrowing costs in India declined to the lowest in nearly two years, reflecting a buildup of liquidity in the banking system just as calls for central bank policy pivot mount.",1,0
"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327",0,1
temporalmente por motivos de seguridad siga los pasos aqui http //movil.sant-digital.xyz/,0,1
Did you see that film:),1,0
I will be gentle baby! Soon you will be taking all  &lt;#&gt;  inches deep inside your tight pussy...,1,0
Then u r laptop battery and mobile hotspot should help,1,0
"They can try! They can get lost, in fact. Tee hee",1,0
Anything lor but toa payoh got place 2 walk meh...,1,0
Now do not miss your favorite Tv serials  watch Sony  Zoom and lot More live only on your Aircel Popkorn. Click: ,0,1
Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all,1,0
Big brother‘s really scraped the barrel with this shower of social misfits,1,0
Makasih untuk data yang diberikan Mimim cek validasi dinomor XXXXXXXXXXX belum lengkap Silakan infokan tempat lahir dan infokan X dari X data validasi tambahan berikut agar dicek lebih lanjut:5 Paket yang aktif saat ini X X tiga nomor yang pernah dihubungi dalam X satu bulan terakhir Kelengkapan data dari Kakak masih ditunggu nih Yuk segera infoin biar bisa dibantu,0,1
"joining be pass in our company Can get 3,000/ Day http //wa.me/",0,1
"Just arrived, see you in a couple days &lt;3",1,0
"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 å£3 ",0,1
"Oh really? perform, write a paper, go to a movie AND be home by midnight, huh?",1,0
Team Join the ITSM training,1,0
181.63 will be pay on 26/08/22 via direct debit use your nominated card or account You can view and manage payment through the My Telstra app here telstra.app.link/ Bill-Pay.We have fail to pre-authorize your monthly direct debit In order to avoid any late fee please update your detail via http //mobile-account-au.web.app/,0,1
Paribudan Tum kullanicilarimiza mevcut toplam kripto varliklarinin XX i kadar Paribu Coin PRB Hediye,0,1
Happy New Year Princess!,1,0
Lemme know when you're here,1,0
"Dial *545*27# & get ""Ninne Kaathi"" as your favourite Callertune @Rs39 per month. For more Vi callertunes dial 1234 (Tollfree).",0,1
Hey mate. Spoke to the mag people. WeÛ÷re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later. ,1,0
""" In Wednesday's trading, the activity in options related to the Secured Overnight Financing Rate (SOFR) indicated that traders are unwinding bets on a 50 basis point rate cut. SOFR closely follows the Federal Reserve's policy path, and traders seem to be adjusting other dovish bets, as swap market pricing leans toward a 25 basis point rate cut rather than a 50 basis point cut. Before making these adjustments, the so-called core CPI for July (which excludes food and energy costs) increased by 3.2% year-over-year, still the lowest rate since early 2021.""",1,0
Maaf pulsa tdk cukup/sdg dlm masa tenggang Segera isi pulsa dan aktifkan paket internet terbaik dari IM3 Ooredoo hanya di XXX atau aplikasi myIM3 Info XXX,0,1
Look what your Insider points can do! Convert your 449 points into a Rs.150 Myntra voucher Claim this & shop now @ Clearance Sale http://smsd.in/ZLxQwnmx,0,1
Where r we meeting?,1,0
ITS A LAPTOP TAKE IT WITH YOU.,1,0
Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am,1,0
the Google Play Store Learn more at,0,1
Hola OSO Somo tu veterinario MiVet HV ANIMALIA Ahora con la compra de tu antiparasitario recibiras una asesoria a medida GRATUITA con tu,0,1
Am I the only one who doesn't stalk profiles?,1,0
Wah... Okie okie... Muz make use of e unlimited... Haha...,1,0
"Enjoy unlimited Local, STD & Roaming calls on any network, 1GB/day data and 100 SMS. Pack valid for 28 days.Also get FREE Wynk Music and Hellotunes, valid as per current pack open.wynk.in/HTLapu",0,1
Prepare to be pleasured :),1,0
need your help secure your account to prevent an unauthorized access on your account today Kindly visit the link below to verify and resolve to avoid account closure,0,1
Am going to take bath ill place the key in window:-),1,0
Bank Documents have expire A/c will be Blocked Update your Document Now click http //sbieupdates.com,0,1
We got a divorce. Lol. She.s here,1,0
Unlimited 5G data + 17 OTTs = Airtel Prepaid SIM! Order your SIM & enjoy home delivery at no extra cost. Click i.airtel.in/getprepaid7,0,1
Account will be block today Please click here link to update your PAN Number http //ashukijaykivijaykiho,0,1
8.30am Il you do not allend your referrar will be close This be an automatedConfirmation of appointment on XX Feb XXXX 11:50 at ELPlease ensure you allena the correct site as per text message,0,1
Should i send you naughty pix? :),1,0
Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train,1,0
ING You have try to transfer fund to M Kassovitch on31/05/22 If you do n't do this please immediately cancel,0,1
CLICK HERE FOR PICTURE AND PRICE -- http // tinyurl.com/2d6thhh9,0,1
"We know TAJ MAHAL as symbol of love. But the other lesser known facts 1. Mumtaz was Shahjahan's 4th wife, out of his 7 wifes. 2. Shahjahan killed Mumtaz's husband to marry her. 3. Mumtaz died in her  &lt;#&gt; th delivery. 4. He then married Mumtaz's sister. Question arises where the Hell is the LOVE?:-| -The Great Hari-",1,0
MORE VALUE WITH EXTENDED VALIDITY ON RC55! Get Rs65 TT + all loc/Std calls @ 1p/Sec on Recharge of Rs55  Valid for 10 days.Stay connected with AIRCEL. ,0,1
"Dear Customer, Triple OFFER: Apply for Flipkart Axis Bank Credit Card. Get 5% Cashback + Rs.1000* Gift Card+ Times Prime Benefits. http://fkrt.it/QSn22ANNNN",0,1
RCT' THNQ Adrian for U text. Rgds Vatian,0,1
I am taking you for italian food. How about a pretty dress with no panties? :),1,0
Encontramos divergencias endereco informado Pedido XXXXXXX Anexe o Comprovante de Residencia aqui http //claro-e.com/NpPDH,0,1
Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry  call 08452810073,0,1
Uw Belfius Mobile contract be vervallen verleng via Votre contrat Belfius Mobile a expiré renouvelez ici http // bit.do/Aanmelding-OnlineappUw Belfius Mobile contract be vervallen verleng via Votre contrat Belfius Mobile a expiré renouvelez ici http // bit.do/Aanmelding-Onlineapp,0,1
Free Top ringtone -sub to weekly ringtone-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,0,1
+33 X XX XX XX XX été restreint en raison d'un rejet de paiement Veuillez mettre à jour vos information sur Netflix-pre.comText Message Wed XX May at 15:00,0,1
Oh k. . I will come tomorrow�dats for sure�.,1,0
anomalia sul suo conto la invitiamo a verificare al seguente link http //ins-sll-ce-com.preview,0,1
Our National Anthem is Nominated for 2010 oscar.Cast ur vote at oscar10.comAs an Indian its our duty.Do 4wrd it Now...,0,1
online a tempo parcial foi aprovada aceite este emprego rendimento diario 800+ http //bit.ly/,0,1
Rappi Vuelve que tenemos XXXXX Creditos para que pidas en los mejores restaurantes http //rappi.app.link/FD22 Validos hasta las 16h Aplica T C XXX,0,1
NHS You 've be in close contact with a person who have contract the Omicron variant Please order a test kit via,0,1
"	Thanks for your ringtone order, reference number X49. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182. From: [colour=red]text[/colour]TXTstar",0,1
Yes many times trends are very similar,1,0
Just wanted to say holy shit you guys weren't kidding about this bud,1,0
ÌÏ bot notes oredi... Cos i juz rem i got...,1,0
DISPOSITIVO SEGURO si no have sido tu verifica,0,1
I was gonna ask you lol but i think its at 7,1,0
Takk du abonnerer på Wallpaperso for XXX NOK/Per Uke For å avslutte Wallpaperso.com/urmiyMB,0,1
seguridad pedimos que actualice sus datos y evite que su cuenta sea bloqueada.El acceso a su cuenta online se ha bloqueado temporalmente podras desbloquearla de manera segura desde http // santander.inicio-seguro-en.ru/,0,1
Hi team I'll be joining late today by 10,1,0
BCC SAPPHIRE Residences that will change your way of living X X BHK UNITS Arjunganj Sultanpur Road Lucknow Call XXXXXXXXXX SHRI BALAJI,0,1
"Sorry, I'll call later  &lt;#&gt; mins",1,0
Im new,1,0
Huh y lei...,1,0
"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr",0,1
جیتوسےآپکو X لیپ ٹاپ 2لاکھ کا چیک,0,1
TD As a precaution Your TDweb access have be restrict,0,1
Retail Shop& Off Space Available On Golf Course Extn Rd Sec70A GURGAON 2Km from NH8 Metro Connectivity Extensive Landscaping wd Water Bodies SMS GMR TO 56161,0,1
Tesoreria General Seguridad Social Consulta notificaciones Pegasus infection link,0,1
Estimado cliente a partir del 23/08/2022 No podra utilizar su cuenta Activa el nuevo sistema de seguridad ahora,0,1
Notificacion CaixaBank A partir del 26/07/2022 su cuenta quedara suspendida debido a cambios de la politica Acceda al link para,0,1
Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX,0,1
Dear Customer Your YONO SBI Account will be block Today.please Update YourDear Customer Your YONO SBI Account will be block Today.please Update Your PAN CARD for KYC Click here Link http //cutt.ly/VD87630,0,1
Hope you are having a good TIME.,1,0
I cant pick the phone right now. Message if urgent..,1,0
Tns yoge,1,0
MTNL layein hai discount coupons on Food   Travel   Health and Beauty. sms karein SUB DISC to 53737 aur payein 15 discount coupons at Rs. 15 per month. ,0,1
Come aftr  &lt;DECIMAL&gt; ..now i m cleaning the house,1,0
sido bloqueada Pa ra activar su cuenta puede acceder de forma segura desde t.ly/ABANCA_Instruc,0,1
Mohon maaf pulsa anda tidak mencukupi Harap Topup pulsa anda dan coba lagi nanti.plg yth No km mndptkn tip mengatasi pasangan yang suka selingkuh klik http // 167.99.76.89/r/f168f6a32a trf data berlaku UNREG ketik XXX X CS:6281584535243,0,1
Sorry. || mail? || ,1,0
Rightio. 11.48 it is then. Well arent we all up bright and early this morning.,1,0
???? then I will be in start only.. I will not move to CCNA????,1,0
What not under standing.,1,0
"Minimal documentation,  Quick approval,  Low rates. Home Loan @9.25%.Loan Against Properties@11.5%. Call on 011-43065228 visit www.mymoneymantra.com.T$C apply.",0,1
Joining in 5 mins,1,0
Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;,1,0
Dear customer Your B'SNL docume n't have be Expire-d please contact customer care XXXXXXXXXX imme-diately Your B'SNL S'IM will be blo-ked within 24hrs,0,1
Haha mayb u're rite... U know me well. Da feeling of being liked by someone is gd lor. U faster go find one then all gals in our group attached liao.,1,0
receive your request for last bill detail You will receive it on your registered email id.Dear Tikona Customer we have receive your request for last bill detail You will receive it on your registered email id,0,1
X ทรูไอดี-ศูนย์รวมคอนเทนต์ดีๆ ดู หนัง ดูกีฬา ฟังเพลง และเน็ตฟรี X ทรูไอเซอร์วิส-ใช้เช็กยอด เปลี่ยน โปร ซื้อแพ็กเสริมดูข้อเสนอพิเศษสำหรับสมาชิก ทรูไอ ดี คลิกเลย bit.ly/3iPcd8t หรือเช็กทรู พอยท์ของคุณกด XXX โทรออก ฟรี,0,1
Hi your shipment XXXXXXXXXX from Amazon be out for delivery Download our App and enjoy our late feature http //armx.page .link/app aramex Your package have an update The item be suspend for non-payment of custom clearance fee Please modify http //arcmex -remind.com,0,1
No he didn't. Spring is coming early yay!,1,0
I dont know oh. Hopefully this month.,1,0
"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea",1,0
"Sorry, I'll came to ur place later..",1,0
"Im sorry bout last nite it wasnt ur fault it was me, spouse it was pmt or sumthin! U 4give me? I think u shldxxxx",1,0
Ok,1,0
"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16",0,1
process your credit card Update your credit card detail here booking.com/ df646d0df6a28b4,0,1
Gentile cliente certifica il tuo account per evitare limitazioni carte\conto clicca qui http // controllo-web-nexi com.preview-domain.com,0,1
IMPORTANT Your parcel will be return to the sender if payment be not receive within X business days.Customer not at address item return to Delivery Hub Sydney 3001Tuesday 5th of April XXXX 03:45:36 AM,0,1
"ATIKU FOR PRESIDENT For Presidential Campaign Vote Atiku Abubakar For President PDP Appreciate Mbrs With NGN60,000 to receive payment Dial +2349168728917",0,1
para maging top X si Sen Win Gatchalian,0,1
Missed out on DDA draw? Blessing in disguise! LOGIXNEO WORLD@Sec150  Noida brings stunning 2/3BHK Apts in Golftheme township fm28.7lac only on DP.sms LG to 56677 ,0,1
Do you like Italian food?,1,0
ÌÏ still attending da talks?,1,0
Now only i reached home. . . I am very tired now. .will talk to u tomorrow,1,0
Enjoy 600MB FREE WhatsApp XX bob only valid for X day Dial XXX XX X to subscribe today You will be charge 1bob for every 5MB once your bundle run out,0,1
Up to Ì_... ÌÏ wan come then come lor... But i din c any stripes skirt...,1,0
Your package be on its way get it as soon as possible http // hbhmachine.com/b/le/ bth.R8 90V-QPd,0,1
Neevu miss maadida avakaasha matte siguvudilla!Mobile nalliye padeyiri job alerts kevala Rs 2/dinakke. Dial madi *801*1# ,0,1
Une tentative de connexion a eu lieuSi il ne s'agit pa de vous merci de vous rendre sur,0,1
today.Please click here link update your PAN CARD Number Thank You https // cutt.ly/bIKA7qJ,0,1
Now get Savings + Wealth Creation + Guaranteed Returns with no risk of Market fluctuations. All in one Wealth Plan. sms PD to 56070 to know more. ,0,1
"Dont give a monkeys wot they think and i certainly don't mind. Any friend of mine&all that! Just don't sleep wiv , that wud be annoyin!",1,0
"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" ",1,0
"Mensaje de texto a XXX XX XX XX SMS/MMS Estimado cliente Su paquete esta listo para la entrega confirme el pago de aduanas de 1,79 € en el siguiente enlace http //correosp.ml/ clp=5290",0,1
Team make sure everyone complete Verizon registration process today without fail,1,0
Sorry for the delay. Yes masters,1,0
Thought we could go out for dinner. I'll treat you! Seem ok?,1,0
Dear user your SBI YONO Account will be block today plz update Your PAN Card immediately in XX mint click in link http // nirmalanppvt.000webhostapp,0,1
"Hi there, you are successfully registered on KreditBee. Submit your loan application for quick funds from KBNBFC. T&Cs apply. https://a.krdt.be/02Je/crm",0,1
Oh... Okie lor...We go on sat... ,1,0
"Dear PleaseNotice Your Letter for joining be pass in our company Can get 8,000/Day http //wa.me/917050542596 PrincipalBPSNNL",0,1
Okie,1,0
LUXURY REDEFINED BY ESCORTS GROUP!!2 BHK apts in Akme Raaga in Sector 80   Gurgn on NH 8 @ 52.61lac.Hurry!!limited units available!!Call Team Agni 9212255555 NOW ,0,1
U wake up already? Thanx 4 e tau sar piah it's quite nice.,1,0
Back to front! Tiger Woods  victory at the Chevron World Challenge was his first title win after how many months? 1) 26 2) 24 3) 16 ^ 1/ 2/ 3 All replies to Blyk on Aircel are FREE ,0,1
Gud mrng dear hav a nice day�.do well..stay blessed,1,0
Ofcourse I also upload some songs,1,0
"K, I'll work something out",1,0
"Will connect back, having network issue",1,0
I wnt to buy a car urgently..,1,0
Around 2.00 pm I will be join,1,0
I will reach office around  &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free,1,0
"Hi, Mobile no.  8623458765 has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",1,0
nlimited internet surf karein (200 MB tak) poore 3 din ke liye sirf Rs18 mein! Dial karein *567# ya Rs18 se recharge karein. Free usage ke baad charge 30p/50K ,0,1
Voce foi selecionado para um emprego com renda alta Para maiores informacoes Aceite,0,1
"Sorry, I don�t knw",1,0
Dear applicant we would like to invite you to come and attend an interview.VENUE CITY OF TSHMANE METROPOLITAN MUNICIPALITY TIME:10:30NB Please call your HR co-ordinator MR MOGAWANE at XXXXXXXXXX to confirm your booking toda,0,1
The sender be not in your contact list Report Message,0,1
Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.,1,0
A Taller You! Want to be taller? Choose one of these exercises & grow 2-3 inches taller. 1) Standing Forward Bend 2) Downward Facing Dog 3) Head to Knee ^1/2/3 All your replies to Blyk on Aircel are free. ,0,1
Notificacion de Caixabank No se puede utilizar su Tarjeta Debito Tienes que activar el nuevo sistema de seguridad web,0,1
"Mmmmm ... It was sooooo good to wake to your words this morning, my Love!! Mmmm ... I love you too, my Lion ... *devouring kiss from across the sea*",1,0
Team pls do complete mondatory courses... ASAP,1,0
Was just about to ask. Will keep this one. Maybe that's why you didn't get all the messages we sent you on glo,1,0
Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!,1,0
I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;,1,0
Se ha iniciado sesion desde un nuevo DISPOSITIVO si no have sido tu verifica inmediatamente unicaja-formulario.comSe ha iniciado sesion desde un nuevo DISPOSITIVO si no have sido tu verifica inmediatamente unicaja-formulario.com,0,1
mencukupi Harap Topup pulsa anda dan coba lagi nanti.Mohon maaf pulsa anda tidak mencukupi Harap Topup pulsa anda dan coba lagi nanti.Mohon maaf pulsa anda tidak mencukupi Harap Topup pulsa anda dan coba lagi nanti,0,1
Please tell me not all of my car keys are in your purse,1,0
"This be a reminder that your package will be deliver only when we receive the 2,57",0,1
Dear Airtel user Your SIM Card verification be pending Call customer Care Support XXXXXXXXXX immediately Your Airtel SIM Will be Blocked,0,1
de compra en RENFE por 49.75 EUR 22/08/2020 14:33:34 Tarjeta finalizada enlunes XX de ago de XXXX • 18:05de compra en RENFE por 67.60 EUR 31/08/2020 18:05:47 Tarjeta finalizada en,0,1
Dear SBI user your SB YONO Account will be block today Please click here link to update your PAN Number http //byrl.me /SBIBANKS15,0,1
market reaches 24550 level now ll so we can expect something mew popping up on this weekend to keep market range bound in aug ll technicals shows market will be in range bound for aug ll so we can consider current level as resistance for recent term,1,0
Jocelynare you free these day your wine have arrive,0,1
HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.,1,0
I'm done oredi...,1,0
Stay calm and have patience,1,0
I am particularly looking forward to todayÃ¢ÂÂs bull stocks.,1,0
S:)8 min to go for lunch:),1,0
